ID,Confidence,Confidence rt,Trial,Trial response,Trial rt
D20,10,4.4937738,T1,"['space', 'left', 'right', 'left', 'right', 'right', 'left', 'right', 'right', 'right', 'space', 'left', 'left', 'right', 'left', 'left', 'right', 'left', 'right', 'left']","[4.171182100020815, 9.795209300005808, 14.32276200002525, 21.345973800023785, 26.28449400002137, 32.22084100000211, 38.137689200026216, 44.39219540002523, 50.2537549000117, 56.12769760002266, 62.29056310001761, 68.22201160000986, 75.16356880002422, 80.13074370002141, 86.96063200000208, 92.12741520002601, 98.67619240001659, 104.27989850001177, 110.35117010000977, 116.34826769999927]"
D20,10,3.2410321,T2,"['space', 'right', 'left', 'right', 'space', 'left', 'space', 'left', 'space', 'left', 'left', 'space', 'right', 'left', 'right', 'right', 'left', 'right', 'left', 'left', 'right']","[3.298606700001983, 8.342538700002478, 14.283966099988902, 20.314426800003275, 26.166155999992043, 32.15367599998717, 38.091900200000964, 44.22084689998883, 51.35892309999326, 55.5548698999919, 57.67583210000885, 62.19419750000816, 68.25507089999155, 74.81555689999368, 80.64570729999105, 86.13812019999023, 92.214996900002, 98.38483609998366, 104.18575440000859, 110.18728199999896, 116.65591070000664]"
D20,10,3.2658264,T3,"['space', 'right', 'left', 'left', 'right', 'left', 'left', 'right', 'right', 'left', 'right', 'left', 'space', 'right', 'space', 'left', 'right', 'right', 'left', 'left']","[2.8817490999936126, 8.148199699993711, 14.217977399996016, 20.721369499980938, 26.161534499988193, 32.49780139999348, 38.175960900000064, 44.56355110000004, 50.30213269998785, 56.36376209999435, 62.63744130000123, 68.25650610000594, 74.2382294999843, 80.12619809998432, 86.13416449999204, 92.19825029998901, 98.42288979998557, 104.36598859998048, 110.83031749998918, 116.13175199998659]"
D20,10,3.322476,T4,"['space', 'right', 'right', 'right', 'left', 'right', 'left', 'space', 'right', 'right', 'right', 'left', 'right', 'left', 'left', 'space', 'right', 'left', 'right', 'left']","[3.370354500017129, 8.24152400001185, 14.11744970001746, 20.392660800018348, 26.171293699997477, 32.134675600013, 38.62732510000933, 44.17116870000609, 50.22922570002265, 57.14532870001858, 62.82766830001492, 68.31573050000588, 74.43116490001557, 80.11786470000516, 86.53011530000367, 92.41070110001601, 98.12840740001411, 104.81910760002211, 110.21491540002171, 116.42308090001461]"
D20,10,3.9261125,T5,"['space', 'space', 'right', 'left', 'left', 'left', 'right', 'left', 'left', 'left', 'right', 'left', 'right', 'left', 'space', 'right', 'right', 'left', 'space', 'left', 'right']","[3.3753873000096064, 9.230526300001657, 14.245000599999912, 18.84174199998961, 20.063289000012446, 26.404821300006006, 32.13144810000085, 38.5418966000143, 44.546459500008496, 50.48727899999358, 56.18335569999181, 62.75091740000062, 68.52037980000023, 74.53936240001349, 80.76730070001213, 86.65847429999849, 92.3337259000109, 98.34567159999278, 104.71940470000845, 110.20212520001223, 116.98377230000915]"
D20,10,3.157641,T6,"['space', 'right', 'left', 'right', 'left', 'left', 'right', 'left', 'left', 'left', 'space', 'right', 'right', 'left', 'right', 'right', 'left', 'right', 'left', 'right']","[2.8442253999819513, 8.395812599977944, 14.27884709998034, 20.52628549997462, 26.409163399977842, 32.72559099999489, 38.15884509999887, 44.47119039998506, 50.12943919998361, 56.134165899973596, 62.23167639999883, 68.1153269999777, 74.2037818999961, 81.04660189998685, 86.57317909999983, 92.01953969997703, 98.24131519999355, 104.53574849999859, 111.68992859998252, 116.77681899999152]"
D20,10,3.5066199,T7,"['space', 'left', 'right', 'left', 'space', 'right', 'space', 'right', 'right', 'right', 'space', 'left', 'right', 'left', 'left', 'right', 'left', 'right', 'right', 'left']","[3.495165400003316, 8.77433930002735, 14.652549000020372, 20.13853170000948, 26.155218500003684, 32.22464170001331, 38.56270580002456, 44.52149620000273, 50.44834560001618, 56.37618360001943, 62.39417570002843, 68.17534510002588, 74.63146130001405, 81.20991610002238, 86.5697746000078, 92.48687670001527, 98.64223960001254, 104.8585657000076, 110.77516290001222, 116.59970210000756]"
D20,10,3.7923046,T8,"['space', 'left', 'right', 'right', 'left', 'left', 'right', 'right', 'right', 'left', 'left', 'right', 'left', 'right', 'space', 'left', 'space', 'right', 'left', 'left', 'right', 'right']","[3.2061207000224385, 8.63435250002658, 14.211854600027436, 20.333460300025763, 25.750083200022345, 26.95764990002499, 31.297822300024563, 32.089709700027015, 38.58749610002269, 44.75887620000867, 50.435433800012106, 56.53201930000796, 62.67121590001625, 68.46008710001479, 74.40060170000652, 80.75789170002099, 85.97543390002102, 92.70063120001578, 99.22979800001485, 104.50854390001041, 111.6479366000276, 116.70291890000226]"
D20,10,3.7473385,T9,"['space', 'left', 'left', 'left', 'right', 'left', 'right', 'space', 'left', 'left', 'left', 'right', 'left', 'right', 'right', 'space', 'left', 'right', 'left', 'right']","[4.110673900024267, 8.446440200001234, 14.15531750000082, 20.338231000001542, 26.386727200006135, 32.596068800019566, 38.00891340000089, 44.27400659999694, 50.41649319999851, 57.13607290000073, 62.611951400002, 68.7923415999976, 74.41560410000966, 80.43016240000725, 86.42761470002006, 93.19130760000553, 98.35860860001412, 104.20473409999977, 110.7721894000133, 116.98577220001607]"
D20,10,4.538854,T10,"['left', 'space', 'left', 'right', 'right', 'left', 'right', 'right', 'right', 'left', 'right', 'left', 'right', 'space', 'left', 'left', 'right', 'space', 'left', 'right']","[4.138202300004195, 9.455675499979407, 14.447576699982164, 20.825695999985328, 26.514986599999247, 31.897013999987394, 37.83711170000606, 44.45867329998873, 50.25855319999391, 56.31237679999322, 62.75341710000066, 69.92532660000143, 74.29602449998492, 80.21088040000177, 86.06860609998694, 92.52017689999775, 98.11622169998009, 104.18270330000087, 111.33981720000156, 116.31979079998564]"
,,,,,
,10,,,,